text,date,label,label_name,id
Anthony Joshua defeats Andy Ruiz to reclaim heavyweight crown {@AndyRuizjr@} {{USERNAME}} #ClashOfTheDunes {{URL}},2019-12-08,4,sports_&_gaming,1203517286776098818
Read Now: Anthony Joshua regains heavyweight titles with classy points win over Andy Ruiz Jr: latest live reac {{URL}} #jokohq #Nigeria #boxing #HotNow #Trending via {{USERNAME}},2019-12-08,4,sports_&_gaming,1203523337357533184
"Rest well today my boys! You ve worked hard, always. Ilysm ✨  #EXO #OBSESSION #weareoneEXO {@EXO@} ",2019-12-08,2,pop_culture,1203584645939396608
eat well. rest well.  #StrayKidsComeback {@Stray Kids@},2019-12-08,2,pop_culture,1203606666630987777
Hope you have a good day! Please rest well ❤️❤️❤️ {@Stray Kids@} #StrayKidsComeback,2019-12-08,2,pop_culture,1203606814102900737
"Anthony Joshua looked amazing last night, he is definitely the strictly come dancing winner of 2019. #Humble fight by trade coward at heart  {{USERNAME}} ",2019-12-08,4,sports_&_gaming,1203644422057086976
&#8216;I said I would correct myself&#8217;; Anthony Joshua speaks after reclaiming his Heavyweight World Titles — See photos from the fight {{USERNAME}} {{URL}},2019-12-08,4,sports_&_gaming,1203660878102630400
Sun Dec 8: Family - Play Cafe presents Breakfast with Santa from 9:30-11:30am {{USERNAME}} in #Ptbo - {{URL}},2019-12-08,3,daily_life,1203665084893020165
Rest In Peace Juice WRLD. Literally you were my only artist I actually liked. Your music helped me calm down in tough times and it actually made me feel good. I don’t care if no one sees this tweet. Why do all legends die in the making. RIP.  #RIPjuiceworld {@JuiceWorlddd@},2019-12-08,2,pop_culture,1203729817490935808
“All legends fall in the making”  {@JuiceWorlddd@} #JuiceWRLD,2019-12-08,2,pop_culture,1203735093442994176
I still see your shadow in my room {@JuiceWorlddd@} RIP #JUICEWORLD,2019-12-08,2,pop_culture,1203758769517166592
Anthony Joshua regain his title as the heavyweight champion after he won Andy Ruiz Jr (Photos) {{URL}} {{USERNAME}} #UpdateBlog24,2019-12-08,4,sports_&_gaming,1203762556541771778
UFC 245 Results: Petr Yan High Kicks Urijah Faber (Highlights) {{URL}} #PetrYan #UFC245 #urijahfaber via {@MiddleEasy@},2019-12-15,4,sports_&_gaming,1206056516081590273
"UFC 245 Results: Amanda Nunes Outwrestles Germaine De Randamie, Keeps The Belt(Highlights) {{URL}} #AmandaNunes #GermainedeRandamie #UFC245 via {@MiddleEasy@} ",2019-12-15,4,sports_&_gaming,1206082996027019264
Haluuuuuu  SasagipinKitaDARREN OnASAP              #DarrenEspanto {@Darren@} Apple music {{URL}} Youtube {{URL}} Spotify {{URL}},2019-12-15,2,pop_culture,1206089560297357312
#MakeAmericaGreatAgain  Congratulations {@KAMARU USMAN@} ✊ #TKO #UFC245 @ UFC 245 {{URL}},2019-12-15,4,sports_&_gaming,1206237549146050560
Colby Covington Issues Statement Following Loss To Kamaru Usman At UFC 245 {{URL}} #colbycovington #KamaruUsman #UFC245 via {@MiddleEasy@},2019-12-15,4,sports_&_gaming,1206264839854837769
#NowPlaying {{USERNAME}} -  My unknown battle  Spotify: {{URL}} Apple Music: {{URL}} BandCamp: {{URL}},2019-12-15,2,pop_culture,1206265549665243142
“6017” out now on Apple Music   GO STREAM THAT FOR ME ‼️‼️ #music #applemusic #repost #share #explorepage {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{URL}},2019-12-15,2,pop_culture,1206265740153806855
#CapeTown7s Final Results  South Africa 5 - 7 New Zealand  #NB: {@All Blacks Sevens@} beat hosts {@Springbok Sevens@} 7-5 to take their second title at the #CapeTown7s. They are joint top of the #HSBC7s standings with South Africa after two rounds. {{USERNAME}},2019-12-15,4,sports_&_gaming,1206266316623142912
#NowPlaying {{USERNAME}} -  Lead me in the dark  Apple Music: {{URL}} #NowPlaying {{USERNAME}} -  Lead me in the dark  BandCamp: {{URL}} Spotify: {{URL}},2019-12-15,2,pop_culture,1206296004481441792
#NowPlaying  Star s Teardrop  by {{USERNAME}} from ANCESTRAL DISORDER album Spotify: {{URL}} BandCamp: {{URL}} Apple Music: {{URL}},2019-12-15,2,pop_culture,1206326426401726467
Please support me and save South Africa by signing the petition below. Let s protect our environment by supporting Environmental Health Practitioners. Let s save our country. #RecogniseEHPs Save Health inspectors - Sign the Petition! {{URL}} via {@Change org@},2019-12-20,3,daily_life,1208073056062758917
Troup County becomes home to the first solar road in the United States #wrblwx #gawx #solar ##solarpower #renewableenergy #solarenergy #cleanenergy {@Bob Jeswald WRBL@} {@Nicole Phillips@} {{URL}},2019-12-22,5,science_&_technology,1208566332452720640
#congrats {@Crown Vic@} Meet Victoria Mahoney: The First Woman to Direct a ‘Star Wars’ Film {{URL}},2019-12-22,2,pop_culture,1208567430286413824
GREAT comeback win on the road by {{USERNAME}} !  The Rams knock off {{USERNAME}} by a score of 67-62 after trailing by 10 at the start of the 4th quarter!  #GoRams  #AllHail  #MerryChristmas {{USERNAME}},2019-12-22,4,sports_&_gaming,1208567630401024000
I ve been saying this all along. #EmpireDidNothingWrong  Film Theory: The Uncomfortable Truth about the Jedi Order (Star Wars: Jedi are Evil) {{URL}} via {@MatPat@},2019-12-22,2,pop_culture,1208595901008224262
Lovely and pinky day!   祝福大家 #冬至团圆， #健康平安哦！ #冬至快乐，#合家平安  Wishing all a Happy Winter Solstice Day. May you enjoy Good Health and Blessings.  #ootd: {{USERNAME}} Quote Jenny10 to enjoy a 10% off your purchase  {{USERNAME}} {{URL}},2019-12-22,1,business_&_entrepreneurs,1208655214309519361
#BoycottToofan. Friends a humble request  . Please trend this .. and ask others to tweet and retweet.  #BoycottToofan  #FarhanAkhtar @FarOutAkhtarwe   We don t want to see movies of such people ..who aren t with the constitution of our country..and inciting others,2019-12-22,2,pop_culture,1208685705586544641
"Poet News: On this, the shortest day, here is a blowy Crosby Beach, suggested by {{USERNAME}} as a place to recite my winter solstice poem at sunrise.   ‘Sun’s eye opens, breaches horizon, slumbers are bleached and wonders are woken:’  #Poet #shortestday #CrosbyBeach",2019-12-22,0,arts_&_culture,1208808086250631168
Happy Winter Solstice! From today every evening gets just a little bit brighter!  Words Camus. Photo {{USERNAME}} #wintersolstice #planephotos #sunsetfromairplane {{URL}},2019-12-22,3,daily_life,1208808915405811712
Sir please reply #NoNRC and #NoCAA {@Narendra Modi@} {@Amit Shah@} {@BJP@} How will you lòok after our #GDP and #economy please dont bring men from other country or then our country men will suffer in terms shortage of life and property and very important jobs,2019-12-22,1,business_&_entrepreneurs,1208837995693891584
133 Star Wars Rise of the Skywalker Preview & Review {{URL}} #starwars #riseofskywalker #jedi #sith #ajda #artandjacobdoamerica #podbelly #podbellynetwork {{USERNAME}},2019-12-22,2,pop_culture,1208897412699287552
Star Wars Signals The Future of Black Hollywood and Joe Biden Agrees {{URL}} via {@YouTube@} #KingTalk,2019-12-22,2,pop_culture,1208897622188208129
"The Force is strong with these guys. Fantastic review. Spoilers so if you haven t seen the movie yet don t watch, but if you have, check them out. Star Wars: The Rise of Skywalker Movie REVIEW {{URL}} via {@YouTube@} #StarWars #StarWarsRiseofSkywalker",2019-12-22,2,pop_culture,1208899971577208832
Our son with Santa at my jobs  children xmas party. The {{USERNAME}} was amazing and lost of fun. . . . . . . . . . . . . . #turkeyhillexperience #turkeyhill #turkeyhillicecream #Christmas #christmasspirit… {{URL}},2019-12-23,3,daily_life,1208959074127073281
Monday. December 23rd.  #ChieftainNation is on their first day on Christmas break.    @makaylayoung_ #twitterlessJoshSteiner & #twitterlessRyanStuhlemmer are in the weight room getting in a #6AM workout!  #Bphenomenalorforgotten,2019-12-23,4,sports_&_gaming,1209078978830573569
"2/2...But overwhelming {@Carolina Hurricanes@} positive right now is that Canes are in very, very good position entering Christmas break which is a positive. #LetsGoCanes",2019-12-23,4,sports_&_gaming,1209231892446371840
" First up for the new {@RCD Espanyol de Barcelona@} manager after the Christmas break, a clash against {@FC Barcelona@} #LaLiga {{URL}} ",2019-12-23,4,sports_&_gaming,1209231958636519424
Why Disney s  Star Wars: The Rise of Skywalker’ still dominated the box office despite harsh reviews {{URL}} #YahooFinance #Traffic #Transportation #Shipping #Logistics Follow {{USERNAME}} for #Trucking News,2019-12-24,2,pop_culture,1209562615950692352
Check out Star Wars BB-8 Bah Humbug Christmas Holiday Snow Globe Coin Piggy Bank #Hasbro {{URL}} via {{USERNAME}},2019-12-24,2,pop_culture,1209593480537952256
I absolutely loved every moment of Star Wars episode 9. #ThankYouRianJohnson for the perfect setup. {@JJ Abrams@} managed to bring the saga to a fine conclusion and was probably helped by the misdirects in TLJ. Well done to you both. I can’t wait to watch it again. Merry Christmas!,2019-12-24,2,pop_culture,1209621430293409793
"Hope that You’re having an amazing time at Your Holiday Party?!  Thank You again for allowing me to cover Your expen$ive !  Am I allowed to go to sleep shortly, Goddess {{USERNAME}} , have to be up around 7:00?  Merry Christmas!  Love serving/You!  XO!  #FinDom #Domme #Goddess",2019-12-25,3,daily_life,1209710835716763648
"Though #TheRiseOfSkywalker only just met my already low expectations, I m still grateful for #StarWars and all that it has given me over the years.  I wrote this for {{USERNAME}} just before #TheForceAwakens came out, but it s still appropriate. {{URL}} ",2019-12-25,2,pop_culture,1209982731591008257
Had such a wonderful Christmas Eve with my NYC fam! aria_is_chicc {{USERNAME}} {{USERNAME}} thekarenfan pammbatani {{USERNAME}} {{USERNAME}} dr_johnfitz ahead of {{USERNAME}} Holiday Party! #jonharari… {{URL}},2019-12-26,3,daily_life,1210044715321712640
Football returns after the enforced Christmas break {@Colchester United FC@} on the road in search of an early 3 points. ⚽️⚪️ #ColU,2019-12-26,4,sports_&_gaming,1210161958571433984
‘Rise Of Skywalker’ Rings Up Second Best Christmas Ever With $32M+; ‘Little Women’ $6M+; ‘Spies I... {{URL}} via {@Yahoo@} {@Star Wars@} #StarWars #StarWarsRiseofSkywalker  #StarWarsTheRiseofSkywalker #TheRiseOfSkywalker #Rey #KyloRen #LukeSkywalker  #LeiaOrgana,2019-12-26,2,pop_culture,1210255490938265601
Nice to wake up to another #stlblues win especially against the Jets and the Avs also losing  win streak now at 7 this team is flying great to see {@Tyler Bozak@} with two goals & {@David Perron@} with the winner in OT #LetsGoBlues,2019-12-28,4,sports_&_gaming,1210853799033819138
Over the Christmas break head yourself over to {@BBC iPlayer@} where #kinggary resides along with every episode of #murderinsuccessville sweet times. {@BBC One@},2019-12-28,2,pop_culture,1210857636138291200
tell taehyung he did amazing for kbs gayo  also is there a new album on the way  #MostRequestedLive {@BTS_twt@},2019-12-29,2,pop_culture,1211103386835152896
"#NowPlaying ♫ #Np MEDICARE PLAN FINDER AD - MEDICARE PLAN FINDER AD  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211103388613644290
#Skyrim is The best game of the decade “in my opinion” {@Bethesda@},2019-12-29,4,sports_&_gaming,1211104347788107781
Premier League player of the decade ia without any doubt {@Eden Hazard@} Some will argue but when you ask them if they had the chance to remove their team’s best player and replace him with Hazard they will jump to the opportunity  #chelsea #EPLplayerofthedecade,2019-12-29,4,sports_&_gaming,1211132176441335813
I know I’ve said I’d lay it on the line for Yennefer but I want to amend that to say “Yennefer and Jaskier” #witcher {@The Witcher@},2019-12-29,2,pop_culture,1211134100809097216
"#NowPlaying ♫ #Np {@TRAVIS SCOTT@} F/ {@Drizzy@} - SICKO MODE  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211160733117026304
"#NowPlaying ♫ #Np {@DJ KHALED@} F/ {@iamcardib@} x {@Saint Laurent Don@} - WISH WISH  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211161542961586176
"#NowPlaying ♫ #Np THIS IS THE NEW B87 - JOIN THE NEW URBAN MUSIC REVOLUTION  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211163994918141953
"#NowPlaying ♫ #Np {{USERNAME}} - BAILA BAILA BAILA  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211192972055846912
Random Tweet but {@Wizkid@} is the artist of the decade and is going to be the artist of the next decade.   #STARBOYFEST  #StarboyFestLagos  #Wizkidfc,2019-12-29,2,pop_culture,1211193661590925313
The Gaelic football team of the decade - check out {{USERNAME}}  s selection #rtegaa {{URL}},2019-12-29,4,sports_&_gaming,1211220164500508672
"#NowPlaying ♫ #Np D ANGELO - LADY  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211222541311922177
"#NowPlaying ♫ #Np NOTORIOUS BIG - BIG POPPA  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211249646103912450
"I still can’t understand why people are know seeing how great and talented {@SHATTA WALE@} is...we this country  better wake up ooo,cox He is Gh’s greatest resource in the music industry #ThankYouShatta #SM4Lyf",2019-12-29,2,pop_culture,1211251821827809287
"At the begin of the decade we were in the conference playing against Crawley!  At the beginning of 2019 we were getting thumped at Plymouth!!!  Let s end the decade and year in style, with the knowledge that there is so much more to come in 2020! {{USERNAME}} {@Oxford United FC@} #oufc",2019-12-29,4,sports_&_gaming,1211253789501595648
#joeroot on the way to be added in the team of the decade.  #SAvsENG {@Cricbuzz@},2019-12-29,4,sports_&_gaming,1211254523420786689
"#NowPlaying ♫ #Np FIND YOUR MBC VOICE AD - FIND YOUR MBC VOICE AD  ♫ at {{URL}} Listen LIVE {{URL}} {{URL}} Wake Up To {@Notorious VOG@} In The Morning #NITM☕ M-F 6:30-11a, {{USERNAME}} Urban Talk, News, Laughs & More!",2019-12-29,2,pop_culture,1211254694523408384
"The last Bollywood movie of this decade turns out to be one of the best movies of the decade. #GoodNewwz . {@Akshay Kumar@} take a bow. Diljit,Kiara are superb. Kareena is stupendous and how. Must watch.",2019-12-29,2,pop_culture,1211283202913927175
The Decade the Internet Lost Its Joy by {@clio@} in {@GEN@} {{URL}} #SocialMedia #Culture #Internet #TheWhiplashDecade #Media,2019-12-29,5,science_&_technology,1211283473979322368
Enjoying sounds of  Defected Radio - House Track Of The Decade Special (H...  by {@Defected Records@} #nowplaying on {{URL}},2019-12-29,2,pop_culture,1211284223790845953
"These are my favorite games of the decade, the order is completely random, and it s a long list, but I didn t want to leave anything out.#GamesOfTheDecade   Rimworld {@Crusader Kings III@} 2 {@Path of Exile@} Minecraft Assassin s Creed Odyssey ANNO 1800 {@Europa Universalis@} 4",2019-12-29,4,sports_&_gaming,1211285271574126594
I already know {@Harry Styles@} new album will sound even better in the Spring. Songs like “Sunflower Vol. 6” and “Adore You” will play beautifully under 70 degree sunlight ☀️ #FineLine,2019-12-29,2,pop_culture,1211314092088156162
TAMMY ABRAHAM LETS GOOOOO. This is why I wake up early on Saturdays! #CHEARS {@NBC Sports Soccer@} {@Chelsea FC@},2019-12-29,4,sports_&_gaming,1211314832743362560
Wow what a way to end the decade and 2019 with a win against the league leaders and most importantly we have denied Eoin Doyle from scoring that would give {@colin murray@} to shout about on tonight’s {@Quest@} #PVFC (1/2),2019-12-29,4,sports_&_gaming,1211344372123475968
".#10YearChallenge #TenYearChallenge {@New England Patriots@} start the decade as a Wild Card team, and end it as a Wild Card team.",2019-12-29,4,sports_&_gaming,1211405917490569216
Keown on #MOTD2 saying Jorginho was lucky to be on the pitch to score. No mention of the fact that Guendouzi shouldn’t have been on the pitch to get fouled in the first place  Pull back on Tammy in the box when he was on a yellow {@Match of the Day@},2019-12-29,4,sports_&_gaming,1211434426535698432
Deckchair Poets with Iced Buns from album Always Piste at Christmas now playing on the #progmill {{USERNAME}} {{URL}} Our final track of the decade! Finishing on a laugh!,2019-12-29,2,pop_culture,1211436518809722880
Keep the party going or wake up early? {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {@Warren Barton@} {{USERNAME}} {@Premier League USA@} {@NBC Sports Soccer@} Either way New Year s Day will be a Black N White Affair️ #NUFC v #LCFC 8am {{USERNAME}} ⚽️See you there!,2019-12-30,4,sports_&_gaming,1211647784043999232
A6: Take the solutions IT Pros have build from the last 5 years and make them out-of-the-box for end users. Modern {@Microsoft SharePoint@} & #ProjectCortex is just the start  #collabtalk,2019-12-30,5,science_&_technology,1211706611573690368
#Master a great end for the decade nd a great gift for fans ahead of new year  Solid look with a solid logo. Expectations are set high on {@Lokesh Kanagaraj@} {@Anirudh Ravichander@} {@Vijay@} #Master2020,2019-12-31,2,pop_culture,1211977876792172544
⚪️ The #QPRXI of the Decade take centre stage in your New Year s Day edition of  Hoops  ...    All the build-up ahead of #QPRCAR  On sale around {{USERNAME}} Stadium   Also available digitally,2019-12-31,4,sports_&_gaming,1212009095458361344
" Kurt s Games of the Decade   Just saw {{USERNAME}}  s list and I loved it so here I am giving this a go too. There could be at least 50 honorable mentions so I ll just keep it to one per year.  Simple premise: Ten years, I choose one best game and say why.  #GamesOfTheDecade",2019-12-31,4,sports_&_gaming,1212070051731398657
"“Dance The Decade Away”   New Years MasterMix on {{USERNAME}} . 2019 was good and why not end it the way I started it, {{USERNAME}} Being on Radio. #DjExeqOnWbls . Listen him LIVE TONIGHT 9-10pm . . Thank You ALL… {{URL}} ",2020-01-01,2,pop_culture,1212189894619127808
"I m really proud of the work we ve done in the last few weeks. {{USERNAME}} was forged at the closing moments of the decade, but we ve already come so far. I m looking forward to where we go from here. #BestOf2019 #NewYear2020",2020-01-01,3,daily_life,1212251344393900033
"HAPPY NEW YEAR! 2020! Starting the decade with some #FortniteBattleRoyale, then switching to more Sevtech! #Minecraft {@Twitch@} {{URL}} ",2020-01-01,4,sports_&_gaming,1212251559104520192
"The decade comes to a close with an acceptance on an offer on a new home, as we prep our home of almost 5 years for sale. Listening to the {{USERNAME}} to get me thru the work tonight. Life couldn’t be much better! #teenland #NewYearsEve",2020-01-01,3,daily_life,1212251592281341952
Dreadful firs t half from {@Tottenham Hotspur@} . Ball was in the air way too much with no real control. Need to find some midfield without our ‘best’ one who is already injured.  Not the start to the decade we are looking for let’s see if {@Harry Kane@} and company can turn it around!! #COYS,2020-01-01,4,sports_&_gaming,1212402597073604608
Entering the decade with a dress that makes me feel  . . . Dress  {{USERNAME}} . . . Shoes  {@ShoeDazzle@} . . . Photo  credit - {{USERNAME}} . . . I wrote out #newyearsresolutions then deleted them because… {{URL}},2020-01-01,3,daily_life,1212522225959493633
"(1) Okay, so {{USERNAME}} tasked me to come up with a top  10  list for movies of the decade.  It s hard.  So, I designed a protocol.  2009-2019 scroll through each year on #Letterboxd and find my favorite(s).  Most years I have a tie, thanks to the duality of my brain.",2020-01-02,2,pop_culture,1212552108924395521
THE {@Los Angeles Lakers@} NEW YEARS RESOLUTION: NEVER MISS AGAIN. #Lakeshow #GoLakers,2020-01-02,4,sports_&_gaming,1212582548351508485
The lakers haven’t missed a single shot this year.... 11-11 in the 1st Q vs PHX. #2020 {{USERNAME}} {@Los Angeles Lakers@} {@NBA on ESPN@},2020-01-02,4,sports_&_gaming,1212582796172152832
Listen to the new album  180  by Aha Gazelle now available {{USERNAME}} {{URL}} #NewMusic {{USERNAME}} #AhaGazelle #LivingWitnessTV {{URL}},2020-01-02,2,pop_culture,1212765140719931393
"I want to sleep for four years then wake up with a degree, 6 million dollars and a happy life........  #mood #mood2020  @BaigNafisa {{USERNAME}} {{USERNAME}} ",2020-01-02,3,daily_life,1212823515637932039
first game of the decade #LFC {@Liverpool FC@} its gonna be massive 10 years for us #LFC ❤❤❤❤❤❤,2020-01-02,4,sports_&_gaming,1212823803174117377
"Starting My New Year off with Dual Citizenship!  AFRICA IM OFFICIAL!!  Momma & Kids Too. The Best Gift of the Decade Award goes to {{USERNAME}} ✊ #thebridges @ Libreville, Gabon {{URL}} ",2020-01-02,3,daily_life,1212823969306251264
"While revelers rang in the New Year, parents Megan and George celebrated the birth of their son Charlie at CPMC. {@KRON4 News@} shares more on the 1st #SanFrancisco baby born of the decade. {{URL}}  #HappyNewYear #newborns #TeamSutter {{URL}} ",2020-01-02,3,daily_life,1212884225252184064
". {@Akshay Kumar@} tops the 2019 cumulative #Bollywood Box Office with ₹ 700+* Crs Nett in #India  All his 2019 movies - #Housefull4 , #MissionMangal , #Kesari and #GoodNewwz* have tasted success at the Box office..   He is on a winning streak for the past few years..",2020-01-03,2,pop_culture,1212943378368712705
Turned on {@ESPN@} and it’s #espnnews instead? I want to watch the Lakers game  #xfinity,2020-01-04,4,sports_&_gaming,1213307172337025024
"So blessed to share and bring in #2020 with my beautiful family Maria, Matisse and Miro {{USERNAME}} miro.dali catalinabarandgrill  Happy New Year!! !!! {{URL}} ",2020-01-04,3,daily_life,1213307341883486208
#NOPvsLAL {{USERNAME}} what s up with the Lakers playing lazy defense and just so being so slow.,2020-01-04,4,sports_&_gaming,1213336357411729408
{{URL}} so here is the song that won song of the decade and song of the year and reached No 1 on New Years Eve - on The Tom Slick show - Radio Rock 92.6 The Blitz #shy #usa hope you guys like it {{USERNAME}} {{USERNAME}} {{USERNAME}},2020-01-04,2,pop_culture,1213607835021561856
Plz sign and help put an end to #DogFighting STOP DOG FIGHTING & Punish Elmer James Givens Jr. To the FULL EXTENT OF THE LAW! - Sign the Petition! {{URL}} via {@Change org UK@},2020-01-05,2,pop_culture,1213638205687373829
Remember when the {@Buffalo Bills@} celebrated when they beat the Cowboys like they won the super bowl? I enjoyed their playoff game. Now both teams can watch at home. #buffalobills #bills #buffalo #nfl,2020-01-05,4,sports_&_gaming,1213638813815316482
"I will never stop loving the {@Buffalo Bills@} . The only thing this game told me was that the Bills have more room for growth, and I’m gonna be looking forward to seeing it. #GoBills",2020-01-05,4,sports_&_gaming,1213639002051489792
"Said all season the #Bills are a year away. Playoffs this year was a bonus & a good one. It’s a young, core group, led by the QB. Give Allen another year to develop, keep the defense in-tact, draft a WR, use cap space wisely & the {@Buffalo Bills@} are set up for long-term success.",2020-01-05,4,sports_&_gaming,1213640614027440128
Looking forward sa Starla song of the boys   StarlaStarrySunday TNTBoys #ASAPNatinTo {@TNT Boys@} {@ASAP Natin To@},2020-01-05,2,pop_culture,1213670165830701056
"[Infographic] {@NetApp@} Predictions: In 2020, the industry must prioritize simplicity. The next decade will see a data-driven transformation like never before. {@NetApp@} #DataDriven {{URL}} ",2020-01-05,5,science_&_technology,1213726581174063105
#ufscnet {{USERNAME}} #ufscmswc  #ufsclifestyle #ufscculture #ufscphilosophy  #hcp #wblendingsolutions    -URBAN FINANCIAL SERVICES COALITION- Vision To ensure the full and equitable participation of people of color at… {{URL}},2020-01-05,0,arts_&_culture,1213756864577576960
*NEW RELEASE* Delighten your mind with the flawless tune #MaayBhavani - The full audio is out on YT from #TanhajiTheUnsungWarriror. {@Shreya Ghoshal@} {@Sukhwinder Singh@} - such unique bit u have nailed.  Music: {@Ajay Atul Official@} Lyrics: {@Swanand Kirkire@} Link: {{URL}},2020-01-05,2,pop_culture,1213759770777309184
The latest The Start to inspire Daily! {{URL}} Thanks to {{USERNAME}} #ai #ct,2020-01-05,2,pop_culture,1213760182477611008
Many fab authors donating signed books and illos to support #cfa through Twitter auctions looking forward to a few bids tomorrow! #AuthorsForFireys Great initiative by {{USERNAME}},2020-01-05,0,arts_&_culture,1213784532060491777
I m really looking forward to this group. They have talents and dreams. Don t waste time and let them debut! Learn from your mistakes already and be good to your artists {@YG FAMILY@} THEY DON T WORK HARD TO BE HIDDEN IN THAT BUILDING   #YGLetTreasure13Debut #트레저13_데뷔하자,2020-01-05,2,pop_culture,1213788687802060803
Sad sad day my {@New England Patriots@} will not be in the super bowl this year   BUT that means we bout to have another black quaterback win the super bowl {@Lamar Jackson@} #BlackQbMatters,2020-01-05,4,sports_&_gaming,1213817892367667200
"Looking forward to spending 2 days at #NRF2020 working in collaboration with the {@Microsoft@} team. I’ll be doing on one speedvisory sessions, video shoots, and a keynote presentation.  C U there!",2020-01-05,5,science_&_technology,1213818483118628864
Looking forward has the chair of {{USERNAME}} working with {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} in moving forward to reducing the amount of meat we use in the #PublicSector. Listening to our customers and driving forward #Together  #LeadingtheWay,2020-01-05,1,business_&_entrepreneurs,1213821163941584905
"Dear {@NFL@} please give us #GBvsSF in the #NFCChampionshipGame so Niner fans can exorcise the demons of 1995, 1996 and 1997. But we don’t want to play the Ravens in the Super Bowl.",2020-01-05,4,sports_&_gaming,1213943199347007488
"omg we did it, finally got episode 1 cleared with only 1 death  i call that progress   #songofhorror {{USERNAME}} {{USERNAME}} {@YouTube Gaming@} {@Twitch@} {{URL}} hope you all enjoy the game ,  looking forward to  episode 2 #horror #games",2020-01-05,4,sports_&_gaming,1213969864794107904
"The first #musicofthefuturevideooftheweek is now live featuring {{USERNAME}} and you can watch the full video of #LoneWolf on {{URL}} Watch it,subscribe and follow   Also #intuition is dropping on the… {{URL}} ",2020-01-05,2,pop_culture,1213970405301669889
"Happy New Year, Hawks!  Looking forward to seeing you all tomorrow {{USERNAME}} !  It will be a WHITE day with ER 6.  Here s this week s Principals  Note: {{URL}} #HolmesHawksSoar",2020-01-05,4,sports_&_gaming,1213971229062897670
The only thing I’m looking forward to this year is my insurance rate going down. {@GEICO@} #2020goals,2020-01-05,3,daily_life,1213971542444576768
Kumusta naman First day of School nyo? #PUSHAwardsATIN #SB19 {@SB19 Official@} ThankYou KEN,2020-01-06,3,daily_life,1214122976490082304
First day of classes went well. Looking forward to this semester. #2020Vision #ILoveMyStudents {@Valencia College@},2020-01-06,3,daily_life,1214305355397836800
Saturday s actions wraps up with the Ravens facing off against the Titans.  Check out our picks and predictions to help you with your bets on this game here!  #nfl #picks #predictions #divisional #ravens #titans #spreadhacker {{URL}} via {@WordPress com@},2020-01-11,4,sports_&_gaming,1215994360250142721
"Everyone picking the #Titans today to cover seem to ignore the {@Baltimore Ravens@} scored 40+ five times, haven’t lost since September & are 14-2 with an MVP QB. The Titans beat up a collapsing #Patriots team last week, but let’s not overplay it. Bet the #Ravens! #NFLPlayoffs #NFL #BALvsTEN",2020-01-11,4,sports_&_gaming,1216056303287701504
I wonder if {@Mallory Rubin@} is cursing {@Mina Kimes@} for her vehement dismissal of the titans chances to the point where she’s jinxed the ravens  #TENvsBAL,2020-01-12,4,sports_&_gaming,1216177920491782144
"Boy i love {@Christopher Fleming@} show, #HelpMyHouseIsHaunted.... All three investigators are great! Being from the United States it s a bit hard to watch but I always make sure I never miss an episode..",2020-01-12,2,pop_culture,1216265246748356608
"I think it’s really good that the Titans, Texans, or Chiefs will represent the #AFC in the Super Bowl this year. Ps if not now, when {@Kansas City Chiefs@} ???",2020-01-12,4,sports_&_gaming,1216266398113992706
